transcript_id(s)	T1_R1	T1_R10	T1_R2	T1_R3	T1_R4	T1_R5	T1_R6	T1_R7	T1_R8	T1_R9
ENSOART00020000386,ENSOART00020000460,ENSOART00020000547	1513.00	1791.00	1476.00	1626.00	1971.00	2162.00	1001.00	1414.00	1784.00	292.00
ENSOART00020000295	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000367,ENSOART00020000375	125.00	104.00	316.00	181.00	314.00	456.00	52.00	263.00	138.00	43.00
ENSOART00020000297	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000302	60.16	29.96	7.00	9.75	16.75	29.76	4.00	10.00	90.22	35.04
ENSOART00020000475,ENSOART00020000486	4.00	11.00	0.00	0.00	0.00	2.00	13.00	0.00	2.00	9.00
ENSOART00020000321	829.61	517.35	1631.29	1086.15	1095.68	2119.49	711.05	1312.36	1187.78	481.57
ENSOART00020000303	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00
ENSOART00020000304	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000307	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000313,ENSOART00020000324	425.00	1114.00	141.00	620.00	3213.00	921.00	548.00	2306.00	948.00	2137.00
ENSOART00020000351,ENSOART00020000377,ENSOART00020000389,ENSOART00020000397	2026.37	2956.27	1281.65	1147.78	1274.98	1641.05	2584.13	1634.73	2736.16	1736.73
ENSOART00020000320,ENSOART00020000328	234.00	114.00	362.00	186.00	294.00	417.00	73.00	221.00	304.00	41.00
ENSOART00020000314	29.00	24.00	0.00	0.00	0.00	0.00	41.00	0.00	19.00	20.00
ENSOART00020000312	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000459,ENSOART00020000478	74.00	215.00	17.00	16.00	35.00	23.00	126.00	36.00	160.00	75.00
ENSOART00020000315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000498,ENSOART00020000523	806.00	831.00	714.00	642.00	1014.00	1097.00	473.00	1224.00	1496.00	460.00
ENSOART00020000322	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSOART00020000331	487.00	980.00	337.00	428.00	485.00	550.00	1128.00	409.00	946.00	914.00
ENSOART00020000327	11.84	1.04	0.00	2.25	4.25	3.24	1.00	5.00	19.78	12.96
ENSOART00020000336	1417.00	1400.00	1326.00	1061.00	1581.00	1381.00	698.00	2062.00	1997.00	1594.00
ENSOART00020000333,ENSOART00020000337,ENSOART00020000339,ENSOART00020000341	830.00	1089.00	1080.00	748.00	1134.00	1354.00	1227.00	1327.00	1416.00	965.00
ENSOART00020000330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000334	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000335	143.00	105.00	0.00	0.00	0.00	0.00	64.00	0.00	245.00	177.00
ENSOART00020000338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000418,ENSOART00020000435,ENSOART00020000448	24.00	20.00	33.00	9.00	17.00	27.00	363.00	47.00	36.00	25.00
ENSOART00020000340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000859,ENSOART00020001009,ENSOART00020001198,ENSOART00020001275,ENSOART00020001339	13.00	7.00	157.00	36.00	105.00	101.00	7.00	40.00	5.00	0.00
ENSOART00020000345	52.00	662.00	43.00	30.00	41.00	55.00	362.00	31.00	163.00	214.00
ENSOART00020000343	241.00	329.00	139.00	629.00	467.00	781.00	362.00	179.00	352.00	206.00
ENSOART00020000851,ENSOART00020000872,ENSOART00020000922,ENSOART00020000945,ENSOART00020000962,ENSOART00020001005,ENSOART00020001049,ENSOART00020001091	694.00	553.00	588.00	646.00	475.00	855.00	596.00	807.00	844.00	697.00
ENSOART00020000342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000354,ENSOART00020000365	6559.00	6593.00	3743.00	4604.00	4612.00	5460.00	11640.00	4849.00	8054.00	6868.00
ENSOART00020000344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000348	33.00	12.00	0.00	0.00	0.00	0.00	6.00	0.00	26.00	20.00
ENSOART00020000349	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000347	166.00	331.00	108.00	97.00	114.00	174.00	199.00	128.00	346.00	184.00
ENSOART00020000350	3.00	3.00	0.00	2.00	22.00	8.00	4.00	8.00	7.00	8.00
ENSOART00020000402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000363	8627.76	11971.12	4611.67	4527.63	5593.92	6657.35	13261.59	5056.83	13336.03	13057.45
ENSOART00020000370	120.00	89.00	38.00	42.00	52.00	58.00	8.00	29.00	206.00	140.00
ENSOART00020000500,ENSOART00020000572,ENSOART00020000579,ENSOART00020000586	0.00	16.00	0.00	0.00	0.00	10.00	235.00	1.00	0.00	0.00
ENSOART00020000358,ENSOART00020000373	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSOART00020000366,ENSOART00020000380	149.00	208.00	83.00	90.00	217.00	161.00	152.00	161.00	252.00	181.00
ENSOART00020000356	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000361	172.00	372.00	68.00	167.00	120.00	128.00	240.00	62.00	315.00	210.00
ENSOART00020000357	1.00	0.00	3.53	1.00	1.00	3.00	0.00	0.00	1.00	0.00
ENSOART00020000372,ENSOART00020000404	3573.00	2838.00	4930.00	3630.00	3644.00	5505.00	1083.00	3660.00	5814.00	770.00
ENSOART00020000362	461.00	3055.00	1129.00	1001.00	1172.00	2082.00	439.00	1143.00	1271.00	378.00
ENSOART00020000384,ENSOART00020000392	382.00	575.00	412.00	489.00	526.00	684.00	666.00	536.00	559.00	550.00
ENSOART00020000371,ENSOART00020000385	5866.00	9435.00	11222.00	6488.00	8619.00	11360.00	8921.00	7011.00	8077.00	5602.00
ENSOART00020000368	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000369	869.00	1985.00	499.00	564.00	919.00	683.00	2314.00	1142.00	2583.00	2597.00
ENSOART00020000364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000393,ENSOART00020000406	270.00	449.00	284.00	280.00	299.00	358.00	699.00	374.00	570.00	476.00
ENSOART00020000374,ENSOART00020000379	16.00	37.00	2.00	0.00	6.00	4.00	27.00	1.00	25.00	25.00
ENSOART00020000376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000382,ENSOART00020000390,ENSOART00020000417	95.00	151.00	26.00	91.00	173.00	115.00	22.00	163.00	49.00	9.00
ENSOART00020000383	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000462,ENSOART00020000476,ENSOART00020000529,ENSOART00020000548	1231.00	1317.00	719.00	807.00	739.00	1391.00	501.00	642.00	2721.00	640.00
ENSOART00020000387	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00
ENSOART00020000410	497.00	1043.00	953.00	639.00	736.00	1202.00	1450.00	938.00	796.00	939.00
ENSOART00020000400	634.00	1000.00	552.00	457.00	594.00	892.00	1736.00	660.00	1589.00	1594.00
ENSOART00020000396	1558.00	3494.00	491.00	766.00	723.00	780.00	3406.00	557.00	2677.00	2130.00
ENSOART00020000388	4.00	8.00	1.00	5.00	7.00	13.00	1.00	11.00	11.00	15.00
ENSOART00020000398	0.00	0.00	155.00	77.00	122.00	211.00	0.00	130.00	0.00	0.00
ENSOART00020000391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000394	151.00	195.00	261.00	200.00	190.00	254.00	269.00	142.00	241.00	144.00
ENSOART00020000416,ENSOART00020000428	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000413	3974.00	3982.00	4004.00	3415.00	5679.00	5895.00	3227.00	5157.00	4708.00	2557.00
ENSOART00020000399	8.00	12.00	113.00	32.00	64.00	43.00	17.00	44.00	17.00	8.00
ENSOART00020000401	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000419,ENSOART00020000505	2.00	3973.00	2.00	20.00	41.00	26.00	1301.00	20.00	15.00	0.00
ENSOART00020000407	7.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	3.00	0.00
ENSOART00020000409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000860,ENSOART00020000917,ENSOART00020000936,ENSOART00020000953	42661.00	38679.00	15853.00	25067.00	15928.00	20887.00	29386.00	31804.00	42757.00	23894.00
ENSOART00020000412	928.00	1035.00	319.00	216.00	262.00	389.00	203.00	91.00	1311.00	205.00
ENSOART00020000470,ENSOART00020000518,ENSOART00020000537	7.00	8.00	4.00	6.00	21.00	10.00	16.00	0.00	6.00	1.00
ENSOART00020000408	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000411	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSOART00020000414	399.00	445.00	284.00	266.00	252.00	421.00	496.00	262.00	435.00	388.00
ENSOART00020000477,ENSOART00020000492	186.00	267.00	280.00	180.00	249.00	342.00	90.00	289.00	294.00	87.00
ENSOART00020000420	626.00	2504.00	3754.00	2241.00	5608.00	4294.00	2713.00	5669.00	1046.00	2488.00
ENSOART00020000415	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000430	346.00	176.00	700.00	423.00	495.00	790.00	98.00	515.00	374.00	123.00
ENSOART00020000427	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
ENSOART00020000426	1305.00	957.00	1923.00	2687.00	2537.00	3022.00	371.00	3573.00	1521.00	279.00
ENSOART00020000436	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00
ENSOART00020000421	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000423	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
ENSOART00020000422	0.00	0.00	0.00	450.00	2.00	6.00	0.00	26.00	0.00	0.00
ENSOART00020000446,ENSOART00020000465,ENSOART00020000482	2639.00	2498.00	1503.00	1967.00	1821.00	2193.00	3931.00	1858.00	3314.00	2011.00
ENSOART00020000424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000433	2.00	0.00	1721.00	792.00	1202.00	2132.00	0.00	1010.00	4.00	4.00
ENSOART00020000432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000439	952.00	951.00	1640.00	1132.00	1514.00	2096.00	923.00	1896.00	1611.00	1624.00
ENSOART00020000440	40.00	166.00	69.00	52.00	140.00	68.83	49.00	110.00	92.00	32.00
ENSOART00020000438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000481	345.00	92.00	560.00	402.00	366.00	637.00	37.00	316.00	379.00	46.00
ENSOART00020000441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000443	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000450	423.00	482.00	635.00	424.00	475.00	603.00	270.00	579.00	675.00	239.00
ENSOART00020000442	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000842,ENSOART00020000865,ENSOART00020000910,ENSOART00020000926	121.00	133.00	1903.00	792.00	1157.00	1680.00	63.00	1029.00	227.00	108.00
ENSOART00020000628,ENSOART00020000742,ENSOART00020000827,ENSOART00020000845	10.00	7.00	12.00	41.00	146.00	32.00	0.00	108.00	64.00	8.00
ENSOART00020000497,ENSOART00020000522	17.00	6.00	628.00	194.00	610.00	704.00	15.00	396.00	20.00	9.00
ENSOART00020000461,ENSOART00020000469	472.00	1243.00	955.00	500.00	435.00	874.00	2905.00	642.00	708.00	473.00
ENSOART00020000449	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000447	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000451	299.00	436.00	211.00	237.00	601.00	411.00	342.00	442.00	415.00	479.00
ENSOART00020000468,ENSOART00020000494,ENSOART00020000519,ENSOART00020000550	335.00	2039.00	336.00	496.00	377.00	421.00	379.00	454.00	366.00	143.00
ENSOART00020000452,ENSOART00020000458,ENSOART00020000463	91.00	262.00	102.00	107.00	194.00	159.00	410.00	215.00	318.00	418.00
ENSOART00020000453	43.00	140.00	29.00	44.00	34.00	22.00	82.00	52.00	145.00	32.00
ENSOART00020000456	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000454	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000455	1172.52	1782.76	1516.46	1366.81	1532.62	1744.58	870.81	1524.53	2187.52	815.78
ENSOART00020000457	336.00	448.00	137.00	162.00	537.00	221.00	323.00	451.00	760.00	1009.00
ENSOART00020000467	204.00	437.00	197.00	279.00	325.00	272.00	154.00	241.00	386.00	73.00
ENSOART00020000464	356.00	343.00	475.00	460.00	421.00	631.00	267.00	385.00	471.00	128.00
ENSOART00020000635,ENSOART00020000659,ENSOART00020000693,ENSOART00020000716	42.00	16.00	3.00	5.00	21.00	20.00	0.00	14.00	17.00	10.00
ENSOART00020000561,ENSOART00020000575	14.02	253.59	7.00	4.00	8.00	8.00	6.01	7.00	8.00	17.77
ENSOART00020000472	854.00	332.00	706.00	521.00	277.00	612.00	280.00	271.00	743.00	179.00
ENSOART00020000466	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000471	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000473	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020002089,ENSOART00020002114,ENSOART00020002175,ENSOART00020002194	2558.00	2807.00	2071.00	2036.00	2987.00	3105.00	2383.00	3160.00	2835.00	2635.00
ENSOART00020000479	126.00	291.00	68.00	87.00	302.00	107.00	270.00	344.00	485.00	505.00
ENSOART00020000480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000731,ENSOART00020000745	348.00	454.00	206.00	455.00	1104.00	535.00	389.00	551.00	555.00	427.00
ENSOART00020000484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000493,ENSOART00020000562	1891.00	2844.00	3008.00	3125.00	2988.00	2886.00	1878.00	4057.00	2813.00	572.00
ENSOART00020000489	51.00	86.00	49.00	39.00	71.00	67.00	92.00	73.00	81.00	51.00
ENSOART00020000485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000488	101.00	376.00	62.00	45.00	128.00	96.00	418.00	107.00	300.00	234.00
ENSOART00020000491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000507,ENSOART00020000544,ENSOART00020000554	18861.00	28679.00	17842.00	17344.00	13619.00	21268.00	20810.00	15178.00	30998.00	12286.00
ENSOART00020000499	8.00	0.00	11.00	4.00	355.00	17.00	0.00	8.00	2.00	0.00
ENSOART00020001481,ENSOART00020001495,ENSOART00020001561,ENSOART00020001574,ENSOART00020001596,ENSOART00020001604	1320.00	482.00	462.00	314.00	456.00	545.00	195.00	373.00	2016.00	161.00
ENSOART00020000508,ENSOART00020000527,ENSOART00020000545	22.00	26.00	199.00	98.00	102.00	167.00	30.00	148.00	22.00	61.00
ENSOART00020000506	250.00	811.00	143.00	140.00	553.00	336.00	1333.00	616.00	853.00	1779.00
ENSOART00020000504	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000510	1.00	0.00	54.00	10.00	29.00	30.00	3.00	14.00	0.00	2.00
ENSOART00020000784,ENSOART00020000831,ENSOART00020000847	129.00	179.00	1.00	20.00	18.00	28.00	145.00	20.00	154.00	70.00
ENSOART00020000512	208.00	349.00	262.00	260.00	298.00	340.00	364.00	346.00	481.00	260.00
ENSOART00020000515	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000517	0.00	0.00	2.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSOART00020000514	1.00	0.00	2176.00	2849.00	1213.00	1614.00	1.00	2215.00	6.00	0.00
ENSOART00020000509	0.00	2.67	2.00	2.00	3.00	3.00	10.00	1.00	1.50	0.00
ENSOART00020000516	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000585,ENSOART00020000608	680.00	1082.00	1078.00	695.00	791.00	1124.00	654.00	1006.00	1223.00	449.00
ENSOART00020000539	6.00	3.00	19.00	5.00	7.00	13.00	1.00	10.00	3.00	0.00
ENSOART00020000525	314.00	275.00	353.00	342.00	625.00	532.00	178.00	580.00	641.00	185.00
ENSOART00020000521	127.00	146.00	246.00	170.00	327.00	351.00	166.00	249.00	206.00	241.00
ENSOART00020000526,ENSOART00020000551	323.00	535.00	307.00	284.00	286.00	377.00	260.00	234.00	473.00	135.00
ENSOART00020000520	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000536,ENSOART00020000546	537.00	890.00	412.00	391.00	603.00	509.00	1062.00	603.00	882.00	818.00
ENSOART00020000528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000541	0.00	0.00	0.00	98.00	0.00	16.00	0.00	0.00	0.00	0.00
ENSOART00020000538	0.00	3.00	1.00	1.00	4.00	1.00	2.00	4.00	12.00	3.00
ENSOART00020000524	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000531	17.00	31.00	50.00	98.00	166.00	141.00	21.00	70.00	48.00	17.00
ENSOART00020000540	128.00	152.00	427.00	209.00	286.00	385.00	141.00	286.00	248.00	137.00
ENSOART00020000614,ENSOART00020000655,ENSOART00020000689	1428.00	1123.00	1405.00	1036.00	1320.00	1565.00	591.00	1202.00	1551.00	509.00
ENSOART00020000534	51.00	53.00	82.00	66.00	112.00	107.00	66.00	81.00	88.00	93.00
ENSOART00020000542	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000532	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000535	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000555,ENSOART00020000569,ENSOART00020000647,ENSOART00020000740,ENSOART00020000809	469.00	385.00	382.00	408.00	809.00	688.00	112.00	366.00	720.00	81.00
ENSOART00020000557,ENSOART00020000571	161.00	56.00	30.00	125.00	175.00	242.00	9.00	114.00	250.00	89.00
ENSOART00020000543	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000556	1874.00	2163.00	1305.00	1053.00	1205.00	1980.00	1559.00	1225.00	2510.00	1523.00
ENSOART00020000549	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000558	0.00	0.00	341.00	98.00	156.00	349.00	4.00	246.00	0.00	0.00
ENSOART00020000553	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000552	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000559	1.00	0.00	18.00	19.00	25.00	22.00	0.00	26.00	3.00	0.00
ENSOART00020000605,ENSOART00020000623,ENSOART00020000673,ENSOART00020000703,ENSOART00020000741	5251.00	6193.00	5215.00	4394.00	4874.00	6798.00	6091.00	8242.00	7841.00	7264.00
ENSOART00020000587,ENSOART00020000597	27.00	11.00	8.00	3.00	7.00	10.00	16.00	4.00	32.00	4.00
ENSOART00020000644,ENSOART00020000656	0.00	1.00	14.00	3.00	9.00	26.00	1.00	1.00	1.00	0.00
ENSOART00020000578	17.00	4.00	2.00	1.00	2.00	1.00	2.00	0.00	28.00	4.00
ENSOART00020000560	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020001346,ENSOART00020001385,ENSOART00020001420,ENSOART00020001485,ENSOART00020001519,ENSOART00020001581,ENSOART00020001653	1231.00	928.00	633.00	570.00	743.00	747.00	299.00	636.00	1472.00	307.00
ENSOART00020000588,ENSOART00020000602	357.00	269.00	899.00	970.00	955.00	1212.00	81.00	1729.00	515.00	280.00
ENSOART00020000576	0.00	0.00	55.00	372.00	13.00	128.00	0.00	85.00	0.00	0.00
ENSOART00020000564	163.00	163.00	103.00	90.00	143.00	128.00	95.00	181.00	149.00	130.00
ENSOART00020000565	174.00	107.00	218.00	139.00	164.00	214.00	65.00	212.00	242.00	67.00
ENSOART00020000566	239.98	243.00	196.00	229.00	178.98	262.00	72.00	248.00	468.00	28.00
ENSOART00020000563	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000567	365.00	609.00	189.00	249.00	432.00	367.00	1287.00	466.00	874.00	1035.00
ENSOART00020000573	14821.78	15788.81	15902.58	9134.93	10186.82	20716.39	11477.94	4310.45	23747.61	14105.56
ENSOART00020000592	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSOART00020000568	155.00	351.00	2.00	3.00	0.00	5.00	14.00	0.00	463.00	200.00
ENSOART00020000580	688.00	737.00	1149.00	1210.00	1037.00	1169.00	740.00	1575.00	1017.00	668.00
ENSOART00020000574	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000581	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000577	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000636,ENSOART00020000667	347.00	631.00	281.00	299.00	316.00	368.00	490.00	347.00	451.00	411.00
ENSOART00020000582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000598,ENSOART00020000600,ENSOART00020000618,ENSOART00020000638	6.00	0.00	28.00	6.00	8.00	17.00	2.00	8.00	0.00	0.00
ENSOART00020000584	222.00	327.00	212.00	245.00	201.00	255.00	354.00	168.00	262.00	277.00
ENSOART00020000583	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSOART00020000624,ENSOART00020000642,ENSOART00020000654,ENSOART00020000665	92.94	248.00	35.97	49.94	88.00	77.00	100.00	56.87	329.78	37.99
ENSOART00020000590,ENSOART00020000630,ENSOART00020000677	980.00	903.00	1383.00	1123.00	1131.00	1381.00	705.00	1210.00	1464.00	454.00
ENSOART00020000594	1.00	5.00	5.00	2.00	4.00	9.00	3.00	5.00	4.00	2.00
ENSOART00020000603	670.00	757.00	556.00	514.00	688.00	904.00	685.00	797.00	1084.00	512.00
ENSOART00020000591	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000589	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020001096,ENSOART00020001309	735.00	208.00	1318.00	1119.00	1253.00	1285.00	187.00	1493.00	822.00	304.00
ENSOART00020000595,ENSOART00020000615	1244.00	1141.00	1688.00	1438.00	2277.00	2055.00	790.00	2143.00	1558.00	669.00
ENSOART00020000599,ENSOART00020000604	348.00	361.00	171.00	240.00	621.00	165.00	126.00	502.00	514.00	760.00
ENSOART00020000596	440.00	403.00	8829.00	9709.00	4352.00	6006.00	68.00	6134.00	451.00	238.00
ENSOART00020000593	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000611	184.00	163.00	193.00	229.00	314.00	237.00	57.00	285.00	330.00	41.00
ENSOART00020000606	284.00	569.00	171.00	188.00	448.00	241.00	541.00	501.00	655.00	720.00
ENSOART00020000617	0.00	0.00	0.00	60.00	0.00	5.00	0.00	0.00	0.00	0.00
ENSOART00020000616	207.00	203.00	270.00	204.00	247.00	341.00	47.00	295.00	352.00	50.00
ENSOART00020000601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000609	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000612	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000627	355.00	341.00	218.00	255.00	232.00	334.00	313.00	202.00	469.00	162.00
ENSOART00020000622	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSOART00020000607	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000619	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000626	1092.00	1929.00	1032.00	1009.00	919.00	1323.00	2773.00	1259.00	1561.00	1488.00
ENSOART00020000621	71.29	46.23	139.36	81.90	77.08	59.47	9.78	116.82	169.40	28.95
ENSOART00020000637	169.00	211.00	275.00	200.00	292.00	329.00	198.00	275.00	296.00	212.00
ENSOART00020000620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000706,ENSOART00020000727	59.17	37.72	16.33	20.27	21.99	55.00	103.76	11.32	87.74	121.73
ENSOART00020000625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000728,ENSOART00020000756	25.00	9.00	6013.00	1708.00	4207.00	6366.00	17.00	2712.00	12.00	12.00
ENSOART00020000631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000643	0.00	1.00	16.00	79.00	41.00	43.00	1.00	172.00	6.00	3.00
ENSOART00020000645	3.00	53.00	3.00	3.00	4.00	4.00	47.00	2.00	13.00	5.00
ENSOART00020000633	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOART00020000632	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
